District,Unit  ,Inci_no   ,incid_descrip,Alm_d  m            ,Disp_d    m           ,No  if_d    m          ,Roll_d    m           ,Arv_d    m            ,In_d    m             ,City                     ,Zip       ,Shift,Lattitude,Longitude
Hill Section,22A1,18-0006596,"Smoke detector activation (no fire), unintentional",10/19/2018 17:15,10/19/2018 17:15,10/19/2018 17:17,10/19/2018 17:18,10/19/2018 17:21,10/19/2018 17:23,BURLINGTON,5401,C,44.4918035,-73.20051409
Hill Section,T1,19-0002020,"Smoke detector activation (no fire), unintentional",4/5/2019 12:02,4/5/2019 12:02,4/5/2019 12:02,4/5/2019 12:03,4/5/2019 12:08,4/5/2019 12:13,BURLINGTON,5401,C,44.48559895,-73.17287928
Hill Section,T1,19-0002025,"Smoke detector activation (no fire), unintentional",4/5/2019 17:22,4/5/2019 17:22,4/5/2019 17:23,4/5/2019 17:24,4/5/2019 17:28,4/5/2019 17:33,BURLINGTON,5401,C,44.48833375,-73.21090621
Hill Section,22A1,18-0007666,"Smoke detector activation (no fire), unintentional",12/11/2018 10:19,12/11/2018 10:19,12/11/2018 10:23,12/11/2018 10:23,12/11/2018 10:26,12/11/2018 10:30,BURLINGTON,5401,B,44.46510705,-73.20349185
Downtown,E1,19-0006720,EMS call,10/24/2019 18:13,10/24/2019 18:13,10/24/2019 18:14,10/24/2019 18:16,10/24/2019 18:18,10/24/2019 18:30,BURLINGTON,5401,A,44.47046361,-73.24220112
Downtown,E1,19-0006829,EMS call,10/29/2019 8:32,10/29/2019 8:32,10/29/2019 8:32,10/29/2019 8:33,10/29/2019 8:35,10/29/2019 8:41,BURLINGTON,5401,C,44.46421376,-73.21350184
Downtown,E1,19-0006958,EMS call,11/2/2019 6:59,11/2/2019 6:59,11/2/2019 6:59,11/2/2019 7:01,11/2/2019 7:02,11/2/2019 7:17,BURLINGTON,5401,A,44.46782574,-73.22627314
Downtown,E1,19-0006964,"Good intent call, other",11/2/2019 18:29,11/2/2019 18:29,11/2/2019 18:29,11/2/2019 18:32,11/2/2019 18:34,11/2/2019 18:41,BURLINGTON,5401,A,44.48326402,-73.18248733
Downtown,E1,19-0006975,Alarm system activation due to malfunction,11/3/2019 4:22,11/3/2019 4:22,11/3/2019 4:23,11/3/2019 4:25,11/3/2019 4:27,11/3/2019 4:36,BURLINGTON,5401,B,44.46521547,-73.23064507
Downtown,E1,19-0003354,EMS call,6/6/2019 8:23,6/6/2019 8:23,6/6/2019 8:23,6/6/2019 8:24,6/6/2019 8:37,6/6/2019 8:37,BURLINGTON,5401,B,44.49991517,-73.20922043
Downtown,T1,19-0003409,Smoke detector activation due to malfunction,6/8/2019 16:57,6/8/2019 16:57,6/8/2019 16:58,6/8/2019 16:59,6/8/2019 17:02,6/8/2019 17:26,BURLINGTON,5401,A,44.46148305,-73.20487628
Downtown,T1,19-0003415,Smoke detector activation due to malfunction,6/9/2019 7:11,6/9/2019 7:11,6/9/2019 7:11,6/9/2019 7:13,6/9/2019 7:16,6/9/2019 7:23,BURLINGTON,5401,B,44.49826691,-73.21699611
Downtown,E1,19-0003550,EMS call,6/14/2019 4:23,6/14/2019 4:23,6/14/2019 4:24,6/14/2019 4:24,6/14/2019 4:29,6/14/2019 4:57,BURLINGTON,5401,A,44.48378128,-73.20483088
Downtown,T1,19-0003590,No incident found on arrival at dispatch address,6/15/2019 17:31,6/15/2019 17:31,6/15/2019 17:32,6/15/2019 17:34,6/15/2019 17:34,6/15/2019 17:37,BURLINGTON,5401,B,44.47851182,-73.19925378
Downtown,E1,19-0003679,EMS call,6/19/2019 12:12,6/19/2019 12:12,6/19/2019 12:13,6/19/2019 12:13,6/19/2019 12:16,6/19/2019 12:34,BURLINGTON,5401,C,44.49304236,-73.1919147
Downtown,E1,19-0003757,EMS call,6/22/2019 7:57,6/22/2019 7:57,6/22/2019 7:59,6/22/2019 7:59,6/22/2019 8:02,6/22/2019 8:33,Burlington,5401,C,44.48176913,-73.19782905
Downtown,E1,19-0002037,EMS call,4/6/2019 11:47,4/6/2019 11:47,4/6/2019 11:47,4/6/2019 11:48,4/6/2019 11:50,4/6/2019 11:53,BURLINGTON,5401,A,44.46491831,-73.19286217
Downtown,22A1,19-0002103,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,4/9/2019 10:44,4/9/2019 10:44,4/9/2019 10:47,4/9/2019 10:49,4/9/2019 10:53,4/9/2019 11:25,BURLINGTON,5401,A,44.47845474,-73.2314718
Downtown,E1,19-0002108,EMS call,4/9/2019 14:29,4/9/2019 14:29,4/9/2019 14:30,4/9/2019 14:32,4/9/2019 14:34,4/9/2019 14:51,BURLINGTON,5401,A,44.48858336,-73.23747085
Downtown,E1,19-0002246,EMS call,4/15/2019 14:12,4/15/2019 14:12,4/15/2019 14:12,4/15/2019 14:14,4/15/2019 14:15,4/15/2019 15:07,BURLINGTON,5401,A,44.45521286,-73.23313332
Hill Section,T1,19-0005377,"Smoke detector activation (no fire), unintentional",8/30/2019 21:30,8/30/2019 21:30,8/30/2019 21:30,8/30/2019 21:32,8/30/2019 21:38,8/30/2019 21:41,BURLINGTON,5401,C,44.46154318,-73.18475385
Old North End,22A1,19-0007231,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,11/13/2019 10:51,11/13/2019 10:51,11/13/2019 10:52,11/13/2019 10:54,11/13/2019 11:06,11/13/2019 11:45,BURLINGTON,5408,C,44.48692707,-73.24809116
Hill Section,E1,19-0007550,No incident found on arrival at dispatch address,11/27/2019 7:33,11/27/2019 7:33,11/27/2019 7:34,11/27/2019 7:35,11/27/2019 7:39,11/27/2019 7:48,SOUTH BURLINGTON,5403,B,44.43489515,-73.20285432
Downtown,E1,19-0006506,EMS call,10/15/2019 11:52,10/15/2019 11:52,10/15/2019 11:55,10/15/2019 11:56,10/15/2019 11:59,10/15/2019 12:02,BURLINGTON,5401,A,44.494648,-73.21921628
Downtown,E1,19-0006564,EMS call,10/17/2019 17:52,10/17/2019 17:52,10/17/2019 17:52,10/17/2019 17:54,10/17/2019 17:55,10/17/2019 18:05,BURLINGTON,5401,C,44.48897164,-73.21827317
Old North End,E1,19-0006583,"Smoke detector activation (no fire), unintentional",10/18/2019 16:00,10/18/2019 16:00,10/18/2019 16:01,10/18/2019 16:03,10/18/2019 16:06,10/18/2019 16:11,BURLINGTON,5401,A,44.48842736,-73.22713762
Downtown,E1,19-0002331,EMS call,4/19/2019 2:40,4/19/2019 2:40,4/19/2019 2:41,4/19/2019 2:42,4/19/2019 2:42,4/19/2019 3:11,BURLINGTON,5401,A,44.49907964,-73.21098694
South End,T1,19-0002573,Heat detector activation due to malfunction,4/29/2019 23:50,4/29/2019 23:50,4/29/2019 23:51,4/29/2019 23:53,4/29/2019 23:56,4/30/2019 0:06,BURLINGTON,5401,C,44.47243176,-73.19893235
Downtown,T1,19-0002574,Burlington Fire Department - Contractor Billable False Alarm,4/30/2019 1:39,4/30/2019 1:39,4/30/2019 1:40,4/30/2019 1:42,4/30/2019 1:43,4/30/2019 1:46,BURLINGTON,5401,C,44.49045927,-73.23268517
Downtown,T1,19-0002584,"Smoke detector activation (no fire), unintentional",4/30/2019 13:18,4/30/2019 13:18,4/30/2019 13:19,4/30/2019 13:21,4/30/2019 13:22,4/30/2019 13:26,BURLINGTON,5401,A,44.46969183,-73.17908909
Downtown,E1,19-0002725,EMS call,5/6/2019 18:11,5/6/2019 18:11,5/6/2019 18:12,5/6/2019 18:15,5/6/2019 18:17,5/6/2019 18:46,BURLINGTON,5401,A,44.46340168,-73.22375348
Downtown,E1,19-0002792,EMS call,5/10/2019 15:37,5/10/2019 15:37,5/10/2019 15:37,5/10/2019 15:39,5/10/2019 15:40,5/10/2019 15:43,BURLINGTON,5401,B,44.4670178,-73.21823733
Downtown,E1,18-0007668,EMS call,12/11/2018 12:15,12/11/2018 12:15,12/11/2018 12:16,12/11/2018 12:18,12/11/2018 12:19,12/11/2018 12:29,BURLINGTON,5401,B,44.49279928,-73.18279534
Downtown,E1,19-0006872,EMS call,10/31/2019 11:40,10/31/2019 11:40,10/31/2019 11:41,10/31/2019 11:42,10/31/2019 11:44,10/31/2019 11:47,BURLINGTON,5401,B,44.47213351,-73.23827754
Hill Section,22A1,19-0006951,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,11/1/2019 23:48,11/1/2019 23:48,11/1/2019 23:49,11/1/2019 23:53,11/1/2019 23:53,11/2/2019 1:10,BURLINGTON,5401,C,44.48674448,-73.17039543
Downtown,E1,19-0007085,"Good intent call, other",11/7/2019 16:12,11/7/2019 16:12,11/7/2019 16:13,11/7/2019 16:14,11/7/2019 16:17,11/7/2019 16:20,BURLINGTON,5401,C,44.46025951,-73.20239248
Downtown,T1,18-0005598,"Smoke detector activation (no fire), unintentional",9/11/2018 14:07,9/11/2018 14:07,9/11/2018 14:08,9/11/2018 14:10,9/11/2018 14:11,9/11/2018 14:14,BURLINGTON,5401,A,44.4741611,-73.17944715
Downtown,E1,18-0005650,EMS call,9/13/2018 18:00,9/13/2018 18:00,9/13/2018 18:01,9/13/2018 18:01,9/13/2018 18:01,9/13/2018 18:15,BURLINGTON,5401,C,44.4812392,-73.18723384
Hill Section,22A1,18-0005656,"Smoke detector activation (no fire), unintentional",9/13/2018 21:27,9/13/2018 21:27,9/13/2018 21:33,9/13/2018 21:33,9/13/2018 21:33,9/13/2018 21:39,BURLINGTON,5401,C,44.49994724,-73.21265759
Downtown,T1,18-0005675,"Smoke detector activation (no fire), unintentional",9/14/2018 15:05,9/14/2018 15:05,9/14/2018 15:05,9/14/2018 15:08,9/14/2018 15:09,9/14/2018 15:35,BURLINGTON,5401,A,44.49799386,-73.19302995
Downtown,T1,18-0005794,Assist invalid,9/19/2018 7:38,9/19/2018 7:38,9/19/2018 7:40,9/19/2018 7:41,9/19/2018 7:44,9/19/2018 7:56,BURLINGTON,5401,C,44.49142993,-73.18649779
Hill Section,E1,18-0005988,"Smoke detector activation (no fire), unintentional",9/25/2018 19:00,9/25/2018 19:00,9/25/2018 19:04,9/25/2018 19:04,9/25/2018 19:07,9/25/2018 19:11,BURLINGTON,5401,C,44.49022388,-73.18420352
Downtown,T1,19-0003648,Oil or other combustible liquid spill,6/18/2019 8:46,6/18/2019 8:46,6/18/2019 8:47,6/18/2019 8:49,6/18/2019 8:50,6/18/2019 8:53,BURLINGTON,5401,B,44.4808718,-73.24205456
Downtown,E1,19-0003843,EMS call,6/26/2019 8:33,6/26/2019 8:33,6/26/2019 8:34,6/26/2019 8:35,6/26/2019 8:38,6/26/2019 8:50,BURLINGTON,5401,A,44.45766081,-73.21559778
Downtown,E1,19-0003846,"Alarm system activation (no fire), unintentional",6/26/2019 10:31,6/26/2019 10:31,6/26/2019 10:31,6/26/2019 10:32,6/26/2019 10:35,6/26/2019 10:52,BURLINGTON,5401,A,44.46137147,-73.2066308
Downtown,T1,19-0003204,EMS call,5/30/2019 7:15,5/30/2019 7:15,5/30/2019 7:15,5/30/2019 7:16,5/30/2019 7:20,5/30/2019 7:30,BURLINGTON,5401,A,44.49620552,-73.20915737
Downtown,E1,19-0003274,EMS call,6/2/2019 12:40,6/2/2019 12:40,6/2/2019 12:41,6/2/2019 12:45,6/2/2019 12:45,6/2/2019 13:00,BURLINGTON,5401,A,44.4620426,-73.20220389
Downtown,E1,18-0006254,EMS call,10/5/2018 15:11,10/5/2018 15:11,10/5/2018 15:11,10/5/2018 15:13,10/5/2018 15:14,10/5/2018 15:28,BURLINGTON,5401,A,44.46323559,-73.21120577
Downtown,T1,18-0006273,"Smoke detector activation (no fire), unintentional",10/5/2018 23:39,10/5/2018 23:39,10/5/2018 23:39,10/5/2018 23:43,10/5/2018 23:45,10/5/2018 23:55,BURLINGTON,5401,A,44.49841615,-73.21024727
Hill Section,T1,18-0006299,"Smoke detector activation (no fire), unintentional",10/6/2018 18:59,10/6/2018 18:59,10/6/2018 18:59,10/6/2018 19:01,10/6/2018 19:05,10/6/2018 19:08,BURLINGTON,5401,B,44.48294542,-73.16050469
Downtown,T1,18-0006309,"Smoke scare, odor of smoke, not steam (652)",10/7/2018 11:15,10/7/2018 11:15,10/7/2018 11:16,10/7/2018 11:18,10/7/2018 11:19,10/7/2018 11:30,BURLINGTON,5401,C,44.4650392,-73.23078542
South End,A4,18-0007191,EMS call,11/18/2018 6:54,11/17/2018 22:00,11/18/2018 6:54,11/18/2018 6:56,11/18/2018 6:59,11/18/2018 7:42,BURLINGTON,5401,C,44.4844353,-73.20399112
New North End,A4,19-0003105,EMS call,5/26/2019 10:04,5/26/2019 10:04,5/26/2019 10:04,5/26/2019 10:05,5/26/2019 10:07,5/26/2019 10:46,BURLINGTON,5408,C,44.4983258,-73.28278245
Old North End,A4,19-0000656,EMS call,1/30/2019 21:26,1/30/2019 21:26,1/30/2019 21:27,1/30/2019 21:31,1/30/2019 21:31,1/30/2019 22:45,BURLINGTON,5401,A,44.46166959,-73.21696909
New North End,A4,18-0006680,Assist invalid,10/23/2018 16:26,10/23/2018 16:26,10/23/2018 16:26,10/23/2018 16:28,10/23/2018 16:33,10/23/2018 16:41,BURLINGTON,5408,A,44.50854422,-73.23267647
SB,A4,18-0006691,EMS call,10/24/2018 6:23,10/24/2018 6:23,10/24/2018 6:24,10/24/2018 6:25,10/24/2018 6:32,10/24/2018 7:52,SOUTH BURLINGTON,5403,B,44.45887408,-73.20062226
New North End,A4,19-0000658,"Rescue and EMS incident, other",1/31/2019 2:39,1/31/2019 2:39,1/31/2019 2:40,1/31/2019 2:44,1/31/2019 2:51,1/31/2019 2:55,BURLINGTON,5408,B,44.53152204,-73.24800565
Downtown,E1,18-0006511,EMS call,10/16/2018 9:08,10/16/2018 9:08,10/16/2018 9:08,10/16/2018 9:10,10/16/2018 9:12,10/16/2018 9:25,BURLINGTON,5401,C,44.44862528,-73.19560531
Downtown,E1,18-0006587,"Good intent call, other",10/19/2018 14:25,10/19/2018 14:25,10/19/2018 14:25,10/19/2018 14:28,10/19/2018 14:29,10/19/2018 14:41,BURLINGTON,5401,C,44.47773444,-73.18318568
New North End,E1,18-0007699,EMS call,12/12/2018 22:15,12/12/2018 22:15,12/12/2018 22:30,12/12/2018 22:30,12/12/2018 22:35,12/12/2018 22:54,BURLINGTON,5408,C,44.51521599,-73.23825186
Downtown,T1,18-0007863,"Defective elevator, no occupants",12/20/2018 10:25,12/20/2018 10:25,12/20/2018 10:26,12/20/2018 10:27,12/20/2018 10:32,12/20/2018 10:34,BURLINGTON,5401,B,44.48244756,-73.23657686
Downtown,E1,18-0008051,EMS call,12/30/2018 18:09,12/30/2018 18:09,12/30/2018 18:09,12/30/2018 18:12,12/30/2018 18:12,12/30/2018 18:17,BURLINGTON,5401,C,44.49030202,-73.22368757
Downtown,E1,19-0005177,EMS call,8/21/2019 19:06,8/21/2019 19:06,8/21/2019 19:06,8/21/2019 19:08,8/21/2019 19:09,8/21/2019 19:27,BURLINGTON,5401,C,44.46292071,-73.20213206
New North End,T1,19-0005320,Rescue or EMS standby for hazardous conditions  Excludes aircraft standby (462),8/28/2019 19:39,8/28/2019 19:39,8/28/2019 19:40,8/28/2019 19:42,8/28/2019 19:52,8/28/2019 19:56,BURLINGTON,5408,A,44.52686056,-73.29934192
Downtown,22A1,19-0005392,Dispatched and canceled en route,8/31/2019 9:27,8/31/2019 9:27,8/31/2019 9:28,8/31/2019 9:28,8/31/2019 9:28,8/31/2019 9:37,BURLINGTON,5401,A,44.48079176,-73.1824686
Downtown,E1,19-0005507,EMS call,9/4/2019 19:59,9/4/2019 19:59,9/4/2019 19:59,9/4/2019 20:02,9/4/2019 20:03,9/4/2019 20:15,BURLINGTON,5401,B,44.4945496,-73.2221691
Hill Section,E1,19-0005547,EMS call,9/6/2019 7:49,9/6/2019 7:49,9/6/2019 7:50,9/6/2019 7:51,9/6/2019 7:54,9/6/2019 8:18,BURLINGTON,5401,A,44.48382755,-73.22570835
Downtown,E1,18-0005044,Motor vehicle accident with no injuries,8/18/2018 22:44,8/18/2018 22:44,8/18/2018 22:45,8/18/2018 22:48,8/18/2018 22:50,8/18/2018 23:00,BURLINGTON,5401,A,44.48742395,-73.24318687
Downtown,22A1,18-0005308,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,8/30/2018 14:40,8/30/2018 14:40,8/30/2018 14:42,8/30/2018 14:43,8/30/2018 14:49,8/30/2018 15:26,BURLINGTON,5401,A,44.49163038,-73.22020785
Downtown,T1,18-0005377,EMS call,9/2/2018 22:39,9/2/2018 22:39,9/2/2018 22:40,9/2/2018 22:43,9/2/2018 22:45,9/2/2018 22:59,BURLINGTON,5401,A,44.46681624,-73.20828854
Downtown,E1,18-0005501,EMS call,9/8/2018 5:42,9/8/2018 5:42,9/8/2018 5:45,9/8/2018 5:47,9/8/2018 5:49,9/8/2018 6:10,Burlington,5401,A,44.45227405,-73.20601152
South End,T1,19-0004453,"Smoke detector activation (no fire), unintentional",7/22/2019 16:21,7/22/2019 16:21,7/22/2019 16:22,7/22/2019 16:24,7/22/2019 16:29,7/22/2019 16:32,BURLINGTON,5401,C,44.48641015,-73.19791895
Downtown,T1,19-0006278,Rescue or EMS standby for hazardous conditions  Excludes aircraft standby (462),10/6/2019 15:02,10/6/2019 15:02,10/6/2019 15:03,10/6/2019 15:03,10/6/2019 15:07,10/6/2019 15:11,BURLINGTON,5401,A,44.474004,-73.21748143
Downtown,E1,19-0002416,Motor vehicle accident with no injuries,4/23/2019 7:08,4/23/2019 7:08,4/23/2019 7:08,4/23/2019 7:11,4/23/2019 7:11,4/23/2019 7:38,BURLINGTON,5401,C,44.48143105,-73.23346829
Old North End,22A1,19-0002598,EMS call,5/1/2019 6:30,5/1/2019 6:30,5/1/2019 6:32,5/1/2019 6:33,5/1/2019 6:36,5/1/2019 7:14,BURLINGTON,5401,B,44.49436882,-73.21085508
Downtown,E1,19-0005677,"Smoke detector activation (no fire), unintentional",9/11/2019 15:13,9/11/2019 15:13,9/11/2019 15:14,9/11/2019 15:15,9/11/2019 15:16,9/11/2019 15:31,BURLINGTON,5401,C,44.49907724,-73.20793644
Downtown,E1,19-0005681,EMS call,9/11/2019 19:52,9/11/2019 19:52,9/11/2019 19:53,9/11/2019 19:55,9/11/2019 19:58,9/11/2019 20:18,BURLINGTON,5401,C,44.45910077,-73.21715667
Downtown,T1,19-0000602,"Smoke detector activation (no fire), unintentional",1/28/2019 16:11,1/28/2019 16:11,1/28/2019 16:11,1/28/2019 16:15,1/28/2019 16:15,1/28/2019 16:19,BURLINGTON,5401,B,44.48780105,-73.20884018
Downtown,E1,19-0007176,EMS call,11/10/2019 22:16,11/10/2019 22:16,11/10/2019 22:17,11/10/2019 22:19,11/10/2019 22:21,11/10/2019 22:31,BURLINGTON,5401,C,44.46727269,-73.20638315
Downtown,E1,19-0007223,EMS call,11/13/2019 2:09,11/13/2019 2:09,11/13/2019 2:09,11/13/2019 2:11,11/13/2019 2:13,11/13/2019 2:35,BURLINGTON,5401,C,44.45754244,-73.20211934
New North End,22A1,19-0007288,EMS call,11/15/2019 16:38,11/15/2019 16:38,11/15/2019 16:40,11/15/2019 16:42,11/15/2019 16:55,11/15/2019 17:38,BURLINGTON,5408,B,44.50276416,-73.29488029
Downtown,22A1,19-0007334,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,11/17/2019 9:35,11/17/2019 9:35,11/17/2019 9:36,11/17/2019 9:39,11/17/2019 9:48,11/17/2019 10:31,BURLINGTON,5401,A,44.45673683,-73.23280965
Downtown,E1,19-0007384,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,11/19/2019 14:26,11/19/2019 14:26,11/19/2019 14:26,11/19/2019 14:28,11/19/2019 14:29,11/19/2019 14:43,BURLINGTON,5401,C,44.4987384,-73.21914342
Downtown,E1,19-0007414,EMS call,11/20/2019 18:43,11/20/2019 18:43,11/20/2019 18:43,11/20/2019 18:46,11/20/2019 18:48,11/20/2019 19:08,BURLINGTON,5401,A,44.4658158,-73.21405542
Downtown,E1,19-0007418,EMS call,11/21/2019 4:44,11/21/2019 4:44,11/21/2019 4:45,11/21/2019 4:45,11/21/2019 4:47,11/21/2019 4:53,BURLINGTON,5401,B,44.46918184,-73.17541276
Downtown,E1,19-0007434,"Detector activation (no fire), unintentional",11/21/2019 18:47,11/21/2019 18:47,11/21/2019 18:48,11/21/2019 18:51,11/21/2019 18:53,11/21/2019 19:08,BURLINGTON,5401,B,44.49097277,-73.23154931
Downtown,E1,19-0006124,EMS call,9/30/2019 4:28,9/30/2019 4:28,9/30/2019 4:29,9/30/2019 4:31,9/30/2019 4:33,9/30/2019 4:55,BURLINGTON,5401,A,44.47200251,-73.20508687
Downtown,E1,19-0002757,EMS call,5/8/2019 18:33,5/8/2019 18:33,5/8/2019 18:33,5/8/2019 18:36,5/8/2019 18:38,5/8/2019 18:44,BURLINGTON,5401,C,44.47402372,-73.22684571
Downtown,E1,19-0002818,EMS call,5/12/2019 5:46,5/12/2019 5:46,5/12/2019 5:47,5/12/2019 5:48,5/12/2019 5:50,5/12/2019 6:17,BURLINGTON,5401,A,44.45915302,-73.23801295
Downtown,E1,19-0005780,EMS call,9/15/2019 10:44,9/15/2019 10:44,9/15/2019 10:45,9/15/2019 10:46,9/15/2019 10:48,9/15/2019 11:00,BURLINGTON,5401,A,44.49581019,-73.22857193
Downtown,T1,19-0005805,No incident found on arrival at dispatch address,9/16/2019 12:57,9/16/2019 12:57,9/16/2019 12:58,9/16/2019 12:59,9/16/2019 13:01,9/16/2019 13:03,BURLINGTON,5401,B,44.46427406,-73.23432703
Hill Section,T1,19-0005975,Smoke detector activation due to malfunction,9/24/2019 2:01,9/24/2019 2:01,9/24/2019 2:02,9/24/2019 2:05,9/24/2019 2:08,9/24/2019 2:11,BURLINGTON,5401,C,44.49367484,-73.17172018
Hill Section,E1,19-0006006,"Electrical wiring/equipment problem, other",9/25/2019 12:12,9/25/2019 12:12,9/25/2019 12:13,9/25/2019 12:15,9/25/2019 12:18,9/25/2019 12:24,BURLINGTON,5401,B,44.47000393,-73.21024902
Downtown,E1,19-0006097,"False alarm or false call, other",9/29/2019 1:13,9/29/2019 1:13,9/29/2019 1:13,9/29/2019 1:16,9/29/2019 1:17,9/29/2019 1:23,BURLINGTON,5401,B,44.47736408,-73.19660556
Downtown,E1,19-0006118,EMS call,9/29/2019 19:45,9/29/2019 19:45,9/29/2019 19:46,9/29/2019 19:47,9/29/2019 19:49,9/29/2019 19:57,BURLINGTON,5401,C,44.47976818,-73.22504307
Downtown,E1,19-0006902,EMS call,11/1/2019 2:57,11/1/2019 2:57,11/1/2019 2:57,11/1/2019 2:59,11/1/2019 3:00,11/1/2019 3:11,BURLINGTON,5401,B,44.47440626,-73.20738456
Downtown,E1,19-0007119,EMS call,11/9/2019 2:25,11/9/2019 2:25,11/9/2019 2:26,11/9/2019 2:27,11/9/2019 2:28,11/9/2019 2:36,BURLINGTON,5401,B,44.47692114,-73.24540534
Downtown,T1,18-0005704,Lock-out  Includes efforts to remove keys from locked vehicles,9/15/2018 8:26,9/15/2018 8:26,9/15/2018 8:26,9/15/2018 8:28,9/15/2018 8:30,9/15/2018 8:44,BURLINGTON,5401,B,44.47369052,-73.19463869
Downtown,T1,18-0005720,Smoke detector activation due to malfunction,9/16/2018 3:51,9/16/2018 3:51,9/16/2018 3:51,9/16/2018 3:52,9/16/2018 3:53,9/16/2018 3:54,BURLINGTON,5401,C,44.46143504,-73.211474
Downtown,T1,19-0006332,"System or detector malfunction, other",10/8/2019 14:32,10/8/2019 14:32,10/8/2019 14:34,10/8/2019 14:35,10/8/2019 14:37,10/8/2019 14:41,BURLINGTON,5401,C,44.48664877,-73.23819636
Hill Section,T1,19-0006338,EMS call,10/8/2019 16:51,10/8/2019 16:51,10/8/2019 16:52,10/8/2019 16:52,10/8/2019 16:54,10/8/2019 17:04,BURLINGTON,5401,C,44.51420237,-73.19751184
Hill Section,T1,19-0006423,EMS call,10/12/2019 7:37,10/12/2019 7:37,10/12/2019 7:38,10/12/2019 7:39,10/12/2019 7:41,10/12/2019 7:53,BURLINGTON,5401,A,44.47118716,-73.21932626
Downtown,T1,19-0006447,Motor vehicle accident with injuries,10/13/2019 5:10,10/13/2019 5:10,10/13/2019 5:11,10/13/2019 5:11,10/13/2019 5:11,10/13/2019 5:36,BURLINGTON,5401,B,44.47282856,-73.22608932
Downtown,E1,19-0006465,EMS call,10/13/2019 16:19,10/13/2019 16:19,10/13/2019 16:19,10/13/2019 16:20,10/13/2019 16:23,10/13/2019 16:31,BURLINGTON,5401,B,44.4726477,-73.20153739
Hill Section,E1,19-0006531,"Alarm system activation (no fire), unintentional",10/16/2019 7:06,10/16/2019 7:06,10/16/2019 7:07,10/16/2019 7:09,10/16/2019 7:12,10/16/2019 7:15,BURLINGTON,5401,B,44.49248418,-73.19163714
Downtown,E1,19-0005775,EMS call,9/15/2019 8:07,9/15/2019 8:07,9/15/2019 8:07,9/15/2019 8:09,9/15/2019 8:12,9/15/2019 8:20,BURLINGTON,5401,A,44.45132134,-73.17553167
Downtown,T1,18-0005941,Assist invalid,9/23/2018 21:17,9/23/2018 21:17,9/23/2018 21:17,9/23/2018 21:20,9/23/2018 21:23,9/23/2018 21:34,Burlington,5401,A,44.48849963,-73.22851548
Downtown,T1,19-0000891,Removal of victim(s) from stalled elevator,2/9/2019 4:47,2/9/2019 4:47,2/9/2019 4:48,2/9/2019 4:51,2/9/2019 4:55,2/9/2019 5:09,BURLINGTON,5401,B,44.48601038,-73.23122751
Old North End,T1,19-0001150,EMS call,2/22/2019 6:49,2/22/2019 6:49,2/22/2019 6:50,2/22/2019 6:52,2/22/2019 6:56,2/22/2019 7:21,BURLINGTON,5401,C,44.47280269,-73.20354937
Old North End,E1,19-0003427,Dispatched and canceled en route,6/9/2019 11:55,6/9/2019 11:55,6/9/2019 11:55,6/9/2019 11:59,6/9/2019 12:00,6/9/2019 12:01,BURLINGTON,5401,B,44.47551492,-73.18200075
Downtown,E1,19-0003039,EMS call,5/22/2019 16:23,5/22/2019 16:23,5/22/2019 16:24,5/22/2019 16:26,5/22/2019 16:26,5/22/2019 16:35,BURLINGTON,5401,B,44.48686639,-73.20090881
Downtown,T1,19-0003149,Alarm system activation due to malfunction,5/28/2019 4:46,5/28/2019 4:46,5/28/2019 4:46,5/28/2019 4:49,5/28/2019 4:50,5/28/2019 5:04,BURLINGTON,5401,B,44.47342817,-73.20746968
Downtown,E1,19-0003261,EMS call,6/1/2019 22:17,6/1/2019 22:17,6/1/2019 22:17,6/1/2019 22:20,6/1/2019 22:22,6/1/2019 22:25,BURLINGTON,5401,C,44.47364006,-73.1810105
Downtown,E1,18-0007857,EMS call,12/20/2018 3:23,12/20/2018 3:23,12/20/2018 3:24,12/20/2018 3:26,12/20/2018 3:26,12/20/2018 3:33,BURLINGTON,5401,B,44.46614944,-73.21633224
Downtown,E1,18-0007915,EMS call,12/23/2018 2:34,12/23/2018 2:34,12/23/2018 2:35,12/23/2018 2:36,12/23/2018 2:38,12/23/2018 2:56,BURLINGTON,5401,B,44.48552664,-73.2052515
New North End,E1,19-0000043,EMS call,1/2/2019 15:00,1/2/2019 15:00,1/2/2019 15:10,1/2/2019 15:12,1/2/2019 15:22,1/2/2019 16:05,BURLINGTON,5408,C,44.50154148,-73.3024096
Downtown,E1,19-0000065,EMS call,1/3/2019 22:19,1/3/2019 22:19,1/3/2019 22:20,1/3/2019 22:20,1/3/2019 22:22,1/3/2019 23:14,BURLINGTON,5401,A,44.45882243,-73.20326296
Downtown,E1,19-0001986,EMS call,4/4/2019 3:25,4/4/2019 3:25,4/4/2019 3:25,4/4/2019 3:28,4/4/2019 3:28,4/4/2019 3:30,BURLINGTON,5401,B,44.4705998,-73.21425457
